Consumidor;NBO 1;NBO 2;NBO 3;NBO 4;NBO 5;Score NBO 1;Score NBO 2;Score NBO 3;Score NBO 4;Score NBO 5
7052;6;28;45;57;70;0,560;0,650;0,940;0,860;0,660
7053;20;21;34;65;80;0,820;0,700;0,960;0,830;0,880
7054;19;25;47;60;74;0,750;0,710;0,760;0,820;0,520
7055;8;25;43;54;75;0,530;0,880;0,770;0,600;0,670
7056;17;33;36;52;70;0,610;0,550;0,850;0,950;0,830
7057;7;28;40;62;75;0,600;0,720;0,720;0,620;0,830
7058;12;23;35;54;73;0,680;0,970;0,720;0,580;0,810
7059;12;29;34;63;69;0,900;0,970;0,900;0,900;0,600
7060;16;32;37;60;79;0,820;0,540;0,820;0,800;0,580
7061;15;26;34;51;74;0,800;0,760;0,800;0,850;0,720
7062;6;31;47;53;72;0,700;0,590;0,790;0,720;0,930
7063;9;30;36;57;74;0,600;0,540;0,630;0,810;0,950
7064;3;29;47;66;67;0,630;0,890;0,900;0,840;0,570
7065;10;30;35;57;71;0,530;0,590;0,530;0,640;0,590
7066;10;23;45;58;70;0,730;0,780;0,920;0,810;0,820
7067;20;32;44;56;74;0,590;0,890;0,970;0,800;0,590
7068;10;23;47;61;80;0,910;0,810;0,660;0,910;0,670
7069;1;27;44;59;74;0,880;0,760;0,820;0,560;0,770
7070;16;29;41;56;77;0,760;0,720;0,900;0,710;0,590
7071;13;25;45;54;71;0,610;0,950;0,950;0,980;0,630
7072;14;30;47;55;77;0,600;0,700;0,860;0,890;0,850
7073;3;25;40;52;78;0,650;0,560;0,540;0,520;0,780
7074;18;24;47;66;77;0,800;0,750;0,740;0,970;0,530
7075;3;26;37;60;71;0,960;0,890;0,970;0,610;0,550
7076;13;24;48;59;77;0,700;0,550;0,850;0,980;0,830
7077;1;30;35;65;79;0,920;0,740;0,840;0,930;0,790
7078;20;29;40;66;71;0,540;0,910;0,830;0,670;0,640
7079;7;27;46;52;72;0,520;0,540;0,610;0,530;0,880
7080;2;23;48;60;76;0,530;0,640;0,900;0,610;0,900
7081;14;32;39;51;80;0,630;0,770;0,830;0,810;0,820
7082;8;21;47;57;74;0,660;0,720;0,720;0,850;0,850
7083;19;21;42;58;68;0,640;0,840;0,810;0,770;0,940
7084;17;29;43;61;69;0,680;0,730;0,540;0,630;0,530
7085;4;32;35;52;68;0,680;0,680;0,640;0,730;0,910
7086;10;29;40;56;76;0,650;0,960;0,950;0,710;0,830
7087;18;27;43;63;77;0,660;0,800;0,770;0,860;0,650
7088;15;27;42;54;80;0,720;0,640;0,720;0,820;0,950
7089;4;28;36;62;76;0,900;0,510;0,660;0,910;0,910
7090;14;29;50;54;76;0,730;0,660;0,570;0,670;0,580
7091;20;25;46;60;70;0,670;0,670;0,880;0,550;0,920
7092;9;32;38;61;68;0,780;0,790;0,740;0,520;0,650
7093;18;29;34;62;68;0,710;0,600;0,810;0,660;0,850
7094;15;32;49;58;70;0,620;0,700;0,900;0,790;0,870
7095;14;23;48;63;73;0,590;0,980;0,590;0,610;0,870
7096;11;32;42;54;75;0,680;0,830;0,810;0,510;0,720
7097;12;22;47;60;77;0,530;0,880;0,760;0,790;0,540
7098;15;23;45;60;78;0,590;0,790;0,680;0,980;0,910
7099;20;25;45;64;70;0,850;0,530;0,780;0,880;0,920
7100;4;29;46;65;67;0,520;0,980;0,850;0,760;0,780
7101;1;24;34;61;80;0,800;0,600;0,840;0,830;0,620
7102;12;24;47;52;73;0,820;0,870;0,720;0,660;0,590
7103;8;32;49;60;76;0,660;0,590;0,870;0,950;0,700
7104;7;21;49;63;72;0,590;0,790;0,900;0,620;0,720
7105;20;26;36;59;78;0,690;0,530;0,750;0,550;0,730
7106;19;28;35;66;71;0,570;0,650;0,610;0,910;0,630
7107;8;28;39;56;68;0,710;0,620;0,750;0,950;0,700
7108;15;33;44;62;74;0,590;0,610;0,940;0,710;0,880
7109;17;32;36;58;76;0,770;0,770;0,760;0,740;0,680
7110;10;25;42;53;70;0,870;0,920;0,730;0,750;0,520
7111;14;32;44;61;71;0,830;0,960;0,710;0,630;0,840
7112;16;32;48;55;79;0,700;0,930;0,550;0,920;0,720
7113;8;25;49;55;70;0,530;0,600;0,980;0,950;0,820
7114;16;21;47;65;69;0,600;0,680;0,520;0,610;0,610
7115;15;23;39;56;67;0,880;0,660;0,950;0,540;0,560
7116;10;21;35;65;80;0,830;0,770;0,710;0,900;0,870
7117;2;28;37;65;75;0,850;0,950;0,680;0,580;0,950
7118;19;32;42;60;67;0,680;0,550;0,880;0,920;0,560
7119;2;25;44;57;75;0,980;0,580;0,520;0,940;0,880
7120;4;32;47;66;77;0,610;0,720;0,930;0,850;0,590
7121;10;28;45;61;79;0,670;0,510;0,720;0,940;0,770
7122;3;28;44;56;71;0,630;0,810;0,880;0,770;0,620
7123;7;33;41;58;80;0,900;0,780;0,840;0,790;0,740
7124;9;29;44;62;76;0,820;0,680;0,860;0,630;0,590
7125;3;29;36;65;73;0,650;0,920;0,970;0,610;0,640
7126;1;30;34;54;70;0,750;0,540;0,910;0,980;0,980
7127;4;23;40;55;69;0,640;0,590;0,880;0,730;0,860
7128;16;27;41;51;69;0,670;0,960;0,650;0,640;0,510
7129;16;26;35;52;69;0,800;0,920;0,700;0,800;0,560
7130;7;32;44;60;77;0,840;0,970;0,980;0,840;0,570
7131;7;31;44;65;77;0,600;0,530;0,910;0,850;0,810
7132;1;31;34;60;78;0,520;0,730;0,880;0,900;0,600
7133;16;21;50;52;69;0,830;0,850;0,890;0,920;0,750
7134;5;29;38;63;74;0,960;0,720;0,870;0,550;0,640
7135;6;26;41;57;68;0,930;0,560;0,610;0,660;0,620
7136;7;29;45;59;76;0,920;0,730;0,760;0,940;0,760
7137;18;25;36;65;71;0,940;0,860;0,740;0,790;0,850
7138;4;32;40;59;74;0,880;0,960;0,710;0,900;0,720
7139;8;29;41;63;76;0,800;0,840;0,710;0,520;0,850
7140;9;25;34;60;74;0,510;0,520;0,690;0,960;0,640
7141;19;23;42;55;75;0,650;0,720;0,550;0,560;0,980
7142;12;25;39;58;78;0,740;0,810;0,870;0,630;0,910
7143;10;25;46;66;70;0,730;0,700;0,550;0,960;0,870
7144;14;24;46;65;73;0,520;0,520;0,800;0,600;0,720
7145;10;26;40;56;74;0,780;0,550;0,570;0,670;0,540
7146;3;21;37;57;72;0,860;0,620;0,880;0,830;0,870
7147;4;29;40;55;74;0,720;0,700;0,970;0,550;0,830
7148;11;29;41;58;75;0,870;0,900;0,730;0,730;0,810
7149;15;26;40;63;72;0,880;0,770;0,890;0,850;0,570
7150;6;22;40;64;78;0,630;0,550;0,560;0,620;0,620
7151;18;26;50;60;78;0,920;0,820;0,510;0,760;0,560
7152;20;32;49;57;70;0,600;0,800;0,650;0,680;0,900
7153;9;23;38;56;76;0,710;0,830;0,510;0,820;0,800
7154;5;25;41;52;72;0,740;0,550;0,870;0,730;0,980
7155;8;32;41;63;71;0,890;0,930;0,580;0,930;0,540
7156;19;26;50;51;73;0,550;0,930;0,540;0,950;0,560
7157;9;33;47;58;72;0,570;0,810;0,620;0,640;0,870
7158;6;26;48;56;80;0,960;0,640;0,920;0,840;0,510
7159;20;32;39;66;75;0,950;0,900;0,940;0,650;0,980
7160;5;33;35;62;69;0,510;0,830;0,810;0,950;0,900
7161;9;32;39;63;77;0,980;0,540;0,790;0,670;0,670
7162;3;33;36;56;68;0,700;0,640;0,870;0,580;0,690
7163;4;22;43;57;69;0,750;0,870;0,840;0,940;0,840
7164;16;32;43;60;70;0,650;0,730;0,960;0,520;0,890
7165;4;25;45;51;76;0,720;0,750;0,840;0,700;0,510
7166;20;26;50;52;79;0,550;0,860;0,590;0,810;0,680
7167;1;30;41;66;74;0,660;0,690;0,700;0,850;0,880
7168;15;26;44;61;78;0,890;0,710;0,800;0,530;0,920
7169;5;27;34;61;76;0,610;0,650;0,570;0,690;0,660
7170;17;28;40;64;78;0,730;0,530;0,580;0,750;0,950
7171;16;30;42;65;70;0,630;0,820;0,710;0,660;0,560
7172;13;31;40;53;73;0,590;0,610;0,920;0,910;0,640
7173;13;26;43;62;67;0,820;0,570;0,970;0,950;0,540
7174;16;21;38;53;80;0,910;0,920;0,920;0,940;0,760
7175;4;33;47;56;67;0,640;0,730;0,800;0,560;0,670
7176;19;26;37;54;78;0,820;0,580;0,910;0,660;0,930
7177;8;29;48;61;77;0,840;0,960;0,930;0,510;0,710
7178;9;22;44;54;80;0,720;0,850;0,530;0,890;0,580
7179;1;26;45;56;78;0,880;0,730;0,730;0,560;0,610
7180;3;21;39;55;80;0,860;0,740;0,630;0,850;0,830
7181;7;24;36;59;68;0,720;0,630;0,860;0,850;0,520
7182;9;21;34;64;73;0,590;0,770;0,830;0,630;0,750
7183;6;33;50;60;76;0,760;0,830;0,900;0,690;0,940
7184;7;30;47;54;72;0,520;0,660;0,850;0,760;0,580
7185;20;24;42;65;70;0,520;0,590;0,660;0,860;0,800
7186;8;32;45;61;67;0,730;0,870;0,560;0,560;0,640
7187;18;25;49;58;72;0,930;0,540;0,630;0,610;0,680
7188;4;30;40;57;76;0,830;0,560;0,950;0,540;0,650
7189;9;30;46;58;68;0,570;0,630;0,770;0,660;0,750
7190;1;28;42;57;73;0,770;0,980;0,870;0,890;0,770
7191;12;24;37;54;70;0,730;0,510;0,650;0,770;0,580
7192;5;22;39;53;70;0,870;0,590;0,620;0,950;0,860
7193;7;27;49;65;67;0,960;0,610;0,590;0,530;0,630
7194;5;29;34;61;73;0,730;0,570;0,800;0,510;0,660
7195;13;22;34;51;77;0,550;0,880;0,630;0,630;0,650
7196;15;29;37;63;80;0,540;0,780;0,760;0,660;0,760
7197;17;28;39;58;70;0,700;0,630;0,870;0,710;0,530
7198;3;32;42;58;75;0,700;0,510;0,700;0,570;0,970
7199;5;28;35;63;77;0,590;0,730;0,890;0,750;0,610
7200;11;31;42;64;70;0,880;0,930;0,550;0,520;0,520
7201;14;25;47;64;71;0,570;0,640;0,720;0,930;0,980
7202;18;30;47;58;74;0,970;0,530;0,550;0,870;0,670
7203;16;21;44;54;69;0,750;0,980;0,840;0,910;0,700
7204;1;23;39;65;70;0,820;0,620;0,580;0,710;0,980
7205;11;22;49;55;68;0,800;0,540;0,810;0,660;0,860
7206;15;26;41;63;70;0,530;0,550;0,650;0,760;0,520
7207;17;23;40;58;79;0,980;0,920;0,610;0,840;0,950
7208;14;29;39;51;74;0,640;0,670;0,690;0,650;0,690
7209;11;25;39;63;67;0,820;0,870;0,840;0,890;0,830
7210;13;26;48;65;67;0,790;0,690;0,530;0,530;0,640
7211;5;25;39;60;77;0,910;0,900;0,560;0,550;0,980
7212;12;23;46;60;80;0,750;0,940;0,620;0,680;0,700
7213;2;27;36;53;80;0,960;0,590;0,870;0,740;0,620
7214;20;24;45;64;74;0,550;0,540;0,510;0,720;0,850
7215;16;30;37;66;72;0,810;0,920;0,650;0,510;0,780
7216;17;23;40;58;67;0,650;0,980;0,640;0,800;0,530
7217;16;25;50;53;72;0,550;0,580;0,920;0,970;0,940
7218;19;28;37;56;70;0,680;0,520;0,700;0,920;0,970
7219;18;32;44;65;71;0,900;0,900;0,870;0,900;0,960
7220;4;25;34;65;77;0,610;0,650;0,760;0,890;0,670
7221;19;25;35;59;69;0,890;0,900;0,600;0,770;0,560
7222;11;32;47;58;73;0,730;0,830;0,600;0,820;0,820
7223;9;24;45;61;80;0,980;0,700;0,740;0,670;0,970
7224;3;33;37;60;68;0,610;0,550;0,770;0,510;0,600
7225;10;25;49;59;73;0,870;0,560;0,640;0,840;0,650
7226;3;28;43;57;68;0,900;0,920;0,730;0,520;0,700
7227;15;33;47;65;75;0,600;0,560;0,980;0,740;0,540
7228;3;31;41;66;71;0,530;0,600;0,510;0,640;0,820
7229;7;32;35;66;75;0,770;0,750;0,550;0,930;0,770
7230;1;30;47;60;80;0,600;0,840;0,570;0,680;0,840
7231;20;33;48;55;68;0,610;0,830;0,890;0,680;0,640
7232;14;23;47;59;68;0,510;0,570;0,870;0,880;0,970
7233;2;21;48;52;68;0,930;0,550;0,530;0,510;0,940
7234;18;23;45;53;73;0,530;0,610;0,530;0,600;0,510
7235;9;32;50;55;77;0,690;0,540;0,860;0,610;0,680
7236;11;24;40;63;73;0,780;0,550;0,780;0,960;0,560
7237;17;27;42;64;78;0,800;0,780;0,620;0,670;0,530
7238;18;31;47;58;79;0,920;0,530;0,920;0,780;0,750
7239;20;22;48;66;73;0,570;0,700;0,510;0,610;0,870
7240;6;32;38;52;67;0,670;0,880;0,690;0,830;0,620
7241;19;24;50;66;80;0,980;0,730;0,830;0,920;0,730
7242;16;33;34;56;68;0,840;0,780;0,890;0,700;0,730
7243;10;30;40;58;80;0,510;0,700;0,540;0,620;0,580
7244;10;29;50;52;74;0,750;0,930;0,720;0,760;0,580
7245;20;26;34;56;70;0,980;0,960;0,760;0,780;0,720
7246;13;29;42;54;80;0,820;0,770;0,860;0,940;0,830
7247;11;25;35;65;77;0,790;0,850;0,830;0,740;0,980
7248;11;30;40;55;76;0,880;0,880;0,780;0,880;0,720
7249;9;28;50;57;75;0,800;0,880;0,910;0,730;0,560
7250;12;29;46;64;72;0,740;0,870;0,800;0,760;0,810
7251;20;27;37;57;79;0,660;0,900;0,760;0,820;0,940
7252;19;27;40;54;73;0,750;0,910;0,900;0,540;0,670
7253;1;31;37;59;80;0,950;0,910;0,930;0,810;0,790
7254;13;29;46;60;67;0,690;0,720;0,750;0,920;0,550
7255;14;28;47;52;76;0,740;0,800;0,890;0,890;0,870
7256;13;25;49;51;77;0,750;0,860;0,810;0,900;0,690
7257;4;27;48;59;70;0,920;0,510;0,740;0,530;0,570
7258;5;26;48;55;75;0,550;0,520;0,820;0,730;0,970
7259;13;24;50;57;77;0,720;0,840;0,820;0,710;0,690
7260;5;21;42;54;72;0,720;0,620;0,690;0,870;0,900
7261;10;21;45;61;77;0,600;0,770;0,530;0,910;0,590
7262;15;24;42;52;80;0,670;0,970;0,770;0,790;0,520
7263;5;30;44;63;78;0,940;0,580;0,890;0,910;0,880
7264;20;31;43;57;70;0,750;0,860;0,530;0,840;0,950
7265;14;30;50;58;68;0,670;0,900;0,880;0,930;0,580
7266;12;32;45;58;75;0,510;0,810;0,760;0,780;0,700
7267;4;26;42;62;78;0,810;0,710;0,950;0,600;0,800
7268;19;26;50;54;74;0,870;0,890;0,800;0,860;0,520
7269;13;30;48;63;67;0,630;0,830;0,520;0,640;0,860
7270;14;22;46;64;68;0,570;0,540;0,720;0,880;0,600
7271;7;28;34;55;69;0,830;0,880;0,610;0,850;0,930
7272;8;33;38;62;78;0,830;0,690;0,690;0,550;0,960
7273;2;29;46;61;78;0,810;0,860;0,740;0,640;0,560
7274;5;25;48;61;77;0,800;0,880;0,670;0,710;0,540
7275;10;22;34;53;67;0,590;0,930;0,970;0,930;0,730
7276;2;21;46;62;75;0,860;0,820;0,870;0,950;0,580
7277;10;32;38;66;73;0,730;0,640;0,930;0,720;0,750
7278;4;32;45;55;77;0,940;0,850;0,630;0,890;0,620
7279;14;28;39;59;76;0,660;0,970;0,520;0,670;0,700
7280;5;28;44;60;76;0,770;0,920;0,560;0,680;0,540
7281;12;28;44;66;67;0,610;0,590;0,780;0,910;0,850
7282;5;31;41;58;77;0,660;0,660;0,770;0,710;0,690
7283;10;23;37;61;76;0,760;0,870;0,930;0,820;0,920
7284;2;32;48;61;78;0,940;0,930;0,630;0,530;0,740
7285;2;29;45;63;67;0,800;0,970;0,930;0,980;0,880
7286;2;23;43;57;71;0,670;0,700;0,980;0,930;0,850
7287;14;32;43;55;77;0,680;0,600;0,800;0,750;0,800
7288;6;25;34;55;70;0,900;0,760;0,830;0,730;0,850
7289;12;22;46;56;71;0,710;0,800;0,930;0,950;0,590
7290;4;22;41;58;78;0,870;0,680;0,790;0,600;0,850
7291;5;21;43;57;68;0,760;0,900;0,790;0,840;0,640
7292;12;23;42;53;73;0,650;0,550;0,510;0,610;0,910
7293;17;33;39;62;67;0,840;0,740;0,790;0,580;0,620
7294;3;30;38;57;68;0,780;0,680;0,780;0,870;0,540
7295;8;30;34;59;74;0,660;0,510;0,630;0,700;0,590
7296;11;33;40;59;74;0,800;0,710;0,540;0,920;0,690
7297;16;28;39;54;75;0,970;0,740;0,590;0,610;0,810
7298;12;26;48;55;78;0,540;0,620;0,780;0,960;0,920
7299;20;26;40;52;70;0,870;0,560;0,580;0,540;0,540
7300;10;21;44;63;76;0,510;0,730;0,970;0,910;0,780
7301;4;26;48;61;69;0,760;0,670;0,910;0,640;0,670
7302;15;24;46;52;67;0,660;0,780;0,890;0,850;0,550
7303;18;21;45;52;70;0,890;0,760;0,650;0,810;0,520
7304;15;22;40;54;72;0,650;0,820;0,700;0,700;0,870
7305;7;21;34;51;70;0,520;0,660;0,540;0,840;0,930
7306;18;31;45;52;77;0,630;0,880;0,970;0,650;0,510
7307;15;32;44;52;72;0,880;0,910;0,880;0,920;0,740
7308;14;30;44;63;75;0,920;0,670;0,980;0,560;0,880
7309;20;27;36;52;69;0,620;0,720;0,930;0,930;0,550
7310;18;27;46;56;75;0,750;0,740;0,710;0,810;0,700
7311;11;28;47;64;74;0,590;0,730;0,620;0,730;0,580
7312;5;28;40;51;76;0,860;0,750;0,700;0,960;0,870
7313;9;30;45;64;76;0,810;0,800;0,580;0,960;0,790
7314;10;23;46;54;79;0,720;0,550;0,680;0,660;0,700
7315;15;33;34;57;77;0,900;0,970;0,840;0,660;0,700
7316;2;28;46;56;70;0,650;0,930;0,750;0,890;0,940
7317;2;29;40;53;68;0,860;0,670;0,750;0,880;0,980
7318;1;27;40;65;73;0,630;0,580;0,570;0,840;0,560
7319;1;23;48;53;67;0,900;0,650;0,770;0,760;0,590
7320;1;23;48;64;77;0,970;0,780;0,890;0,760;0,580
7321;8;31;46;64;78;0,810;0,930;0,620;0,840;0,650
7322;18;30;40;54;68;0,940;0,810;0,660;0,940;0,810
7323;17;31;40;53;72;0,780;0,620;0,740;0,670;0,770
7324;2;25;42;55;75;0,850;0,870;0,760;0,810;0,660
7325;10;23;36;56;70;0,950;0,910;0,720;0,930;0,730
7326;6;25;34;58;67;0,560;0,820;0,590;0,920;0,800
7327;10;26;50;53;74;0,750;0,560;0,900;0,870;0,930
7328;3;28;43;63;80;0,620;0,570;0,630;0,860;0,870
7329;17;28;35;53;69;0,850;0,980;0,680;0,530;0,900
7330;11;23;50;61;68;0,890;0,520;0,630;0,650;0,690
7331;5;24;47;51;69;0,580;0,890;0,540;0,580;0,790
7332;15;26;35;59;70;0,790;0,590;0,950;0,620;0,750
7333;19;26;50;59;73;0,690;0,750;0,780;0,960;0,930
7334;10;30;45;66;76;0,620;0,770;0,960;0,720;0,950
7335;18;25;43;58;71;0,970;0,780;0,840;0,590;0,550
7336;16;24;48;59;72;0,550;0,810;0,730;0,780;0,770
7337;9;32;40;66;79;0,760;0,940;0,870;0,890;0,930
7338;17;27;44;55;74;0,570;0,750;0,810;0,740;0,520
7339;2;27;40;55;73;0,820;0,570;0,840;0,810;0,560
7340;9;23;46;57;68;0,980;0,540;0,660;0,850;0,860
7341;12;21;37;61;73;0,680;0,810;0,700;0,860;0,630
7342;8;31;39;65;76;0,960;0,870;0,660;0,650;0,970
7343;15;28;37;65;73;0,720;0,870;0,730;0,560;0,840
7344;7;30;49;60;72;0,850;0,980;0,940;0,780;0,650
7345;3;27;34;57;74;0,610;0,570;0,770;0,840;0,910
7346;1;32;38;58;79;0,850;0,640;0,790;0,630;0,640
7347;5;24;44;64;67;0,980;0,770;0,650;0,940;0,680
7348;10;33;44;59;76;0,860;0,780;0,800;0,560;0,530
7349;12;21;41;56;70;0,970;0,980;0,750;0,780;0,910
7350;4;27;36;59;74;0,880;0,680;0,570;0,690;0,880
7351;7;22;44;64;75;0,620;0,630;0,850;0,690;0,690
7352;16;24;42;58;67;0,970;0,790;0,760;0,920;0,880
7353;2;30;45;51;67;0,590;0,610;0,700;0,970;0,720
7354;11;27;44;51;72;0,610;0,640;0,510;0,970;0,940
7355;15;32;40;66;73;0,760;0,840;0,880;0,540;0,740
7356;14;24;47;61;76;0,700;0,640;0,750;0,690;0,840
7357;9;21;35;65;74;0,590;0,920;0,590;0,550;0,900
7358;11;29;48;51;73;0,770;0,830;0,570;0,750;0,730
7359;10;26;41;60;72;0,850;0,780;0,740;0,980;0,980
7360;9;32;43;61;69;0,690;0,720;0,930;0,580;0,830
7361;3;27;44;59;78;0,690;0,880;0,940;0,940;0,550
7362;3;21;36;65;77;0,650;0,660;0,740;0,640;0,760
7363;9;24;46;56;80;0,710;0,630;0,930;0,570;0,720
7364;4;24;42;65;75;0,550;0,850;0,770;0,870;0,950
7365;10;28;35;59;68;0,620;0,840;0,860;0,740;0,890
7366;10;33;45;53;69;0,830;0,670;0,840;0,700;0,960
7367;1;30;49;52;77;0,720;0,690;0,510;0,770;0,810
7368;11;27;36;62;67;0,840;0,910;0,820;0,960;0,620
7369;13;31;48;62;72;0,810;0,800;0,710;0,530;0,680
7370;3;25;43;62;74;0,920;0,780;0,650;0,550;0,980
7371;16;26;45;64;76;0,580;0,900;0,960;0,890;0,520
7372;12;22;42;63;77;0,670;0,730;0,730;0,950;0,960
7373;12;33;40;66;79;0,620;0,860;0,580;0,920;0,900
7374;5;25;37;58;69;0,620;0,670;0,830;0,560;0,770
7375;1;30;42;60;68;0,820;0,570;0,920;0,800;0,950
7376;4;25;40;60;67;0,630;0,760;0,690;0,780;0,560
7377;8;23;44;56;80;0,970;0,550;0,720;0,700;0,740
7378;16;21;34;57;69;0,850;0,660;0,760;0,710;0,600
7379;8;33;37;51;69;0,530;0,700;0,610;0,590;0,510
7380;10;28;48;53;80;0,940;0,820;0,800;0,540;0,630
7381;9;33;50;51;79;0,640;0,780;0,790;0,630;0,970
7382;3;27;48;58;72;0,760;0,800;0,550;0,730;0,850
7383;10;31;36;56;79;0,720;0,560;0,820;0,550;0,550
7384;6;21;46;57;79;0,700;0,570;0,980;0,700;0,630
7385;11;26;47;65;76;0,820;0,920;0,850;0,520;0,800
7386;11;21;48;61;74;0,660;0,980;0,530;0,560;0,910
7387;13;22;34;62;74;0,640;0,550;0,970;0,510;0,880
7388;7;27;40;51;68;0,830;0,940;0,600;0,630;0,660
7389;1;28;41;62;76;0,860;0,910;0,840;0,540;0,660
7390;10;21;44;54;79;0,880;0,800;0,570;0,840;0,840
7391;16;30;46;54;68;0,550;0,950;0,960;0,590;0,900
7392;15;22;37;64;80;0,540;0,930;0,810;0,930;0,580
7393;14;21;35;59;80;0,570;0,680;0,740;0,890;0,810
7394;1;29;36;60;70;0,980;0,790;0,750;0,610;0,570
7395;2;25;49;64;71;0,870;0,530;0,920;0,610;0,830
7396;19;25;46;55;73;0,760;0,530;0,600;0,530;0,790
7397;14;25;46;56;74;0,870;0,820;0,520;0,550;0,580
7398;2;30;44;54;72;0,850;0,860;0,830;0,980;0,800
7399;16;31;49;66;80;0,820;0,870;0,770;0,880;0,640
7400;16;31;41;57;74;0,870;0,840;0,730;0,890;0,840
7401;11;32;49;66;69;0,830;0,510;0,680;0,720;0,520
7402;13;21;39;64;80;0,800;0,960;0,700;0,740;0,540
7403;5;30;44;61;75;0,890;0,670;0,860;0,700;0,820
7404;1;22;49;66;76;0,960;0,720;0,820;0,940;0,840
7405;13;30;43;52;80;0,680;0,730;0,550;0,820;0,540
7406;15;22;39;55;75;0,630;0,940;0,800;0,620;0,950
7407;8;22;43;61;80;0,610;0,680;0,870;0,740;0,650
7408;11;24;37;65;74;0,940;0,710;0,870;0,720;0,510
7409;10;21;36;60;67;0,660;0,810;0,890;0,530;0,610
7410;12;28;39;60;76;0,550;0,760;0,880;0,760;0,750
7411;14;26;50;60;72;0,920;0,940;0,830;0,810;0,810
7412;15;22;44;52;76;0,560;0,560;0,620;0,830;0,690
7413;10;23;45;59;68;0,800;0,730;0,690;0,630;0,510
7414;4;32;46;63;74;0,730;0,950;0,590;0,540;0,810
7415;14;28;44;65;73;0,930;0,530;0,890;0,640;0,900
7416;19;23;47;64;69;0,900;0,970;0,630;0,820;0,560
7417;4;30;39;54;74;0,600;0,860;0,780;0,560;0,670
7418;19;22;43;63;68;0,520;0,960;0,570;0,750;0,510
7419;1;27;34;52;71;0,770;0,550;0,660;0,790;0,570
7420;20;30;39;59;74;0,890;0,610;0,950;0,590;0,760
7421;8;27;39;63;70;0,580;0,790;0,840;0,590;0,790
7422;7;30;34;61;78;0,950;0,900;0,980;0,550;0,750
7423;13;31;50;53;78;0,790;0,960;0,870;0,740;0,540
7424;9;24;35;53;67;0,680;0,570;0,930;0,930;0,870
7425;2;29;36;57;78;0,740;0,550;0,690;0,560;0,940
7426;3;33;40;65;68;0,650;0,860;0,690;0,580;0,840
7427;1;28;46;62;79;0,690;0,520;0,840;0,790;0,780
7428;19;32;49;51;75;0,890;0,590;0,840;0,690;0,580
7429;1;31;41;59;71;0,950;0,860;0,530;0,900;0,870
7430;20;33;44;65;75;0,510;0,600;0,550;0,660;0,880
7431;16;23;38;56;73;0,550;0,770;0,880;0,520;0,760
7432;13;26;41;65;72;0,970;0,860;0,610;0,820;0,670
7433;17;25;37;64;78;0,790;0,920;0,780;0,700;0,720
7434;7;23;36;56;67;0,650;0,910;0,950;0,800;0,970
7435;11;31;48;63;80;0,600;0,770;0,980;0,750;0,790
7436;13;32;44;53;77;0,910;0,810;0,930;0,650;0,930
7437;9;32;47;52;73;0,700;0,570;0,580;0,820;0,650
7438;10;30;49;60;78;0,540;0,810;0,920;0,670;0,530
7439;12;21;34;54;72;0,900;0,540;0,850;0,800;0,690
7440;20;30;39;58;76;0,710;0,640;0,660;0,850;0,540
7441;2;30;34;57;77;0,710;0,840;0,910;0,970;0,970
7442;9;23;50;54;69;0,510;0,930;0,980;0,560;0,610
7443;5;31;38;53;78;0,600;0,640;0,630;0,620;0,810
7444;10;21;38;51;73;0,840;0,760;0,910;0,650;0,920
7445;20;30;46;55;71;0,870;0,930;0,690;0,550;0,900
7446;5;23;42;66;78;0,750;0,560;0,580;0,870;0,910
7447;2;30;46;64;69;0,670;0,530;0,510;0,620;0,950
7448;1;27;43;54;77;0,800;0,790;0,870;0,840;0,840
7449;16;28;38;60;80;0,690;0,710;0,550;0,770;0,590
7450;6;30;42;61;74;0,950;0,880;0,680;0,610;0,550
7451;15;29;49;59;78;0,750;0,880;0,890;0,550;0,510
7452;19;27;44;64;71;0,860;0,680;0,920;0,950;0,920
7453;10;31;47;53;78;0,720;0,590;0,830;0,970;0,550
7454;5;30;45;59;79;0,940;0,750;0,730;0,620;0,740
7455;13;28;34;52;78;0,510;0,600;0,950;0,670;0,750
7456;4;22;47;58;68;0,940;0,880;0,770;0,690;0,880
7457;8;26;47;58;75;0,550;0,830;0,680;0,720;0,980
7458;12;28;35;59;68;0,850;0,690;0,710;0,720;0,800
7459;10;24;50;57;68;0,680;0,670;0,810;0,750;0,780
7460;3;22;39;63;69;0,890;0,850;0,610;0,920;0,540
7461;9;21;50;63;68;0,610;0,550;0,860;0,980;0,590
7462;5;27;48;60;71;0,940;0,910;0,910;0,550;0,700
7463;6;33;41;60;71;0,780;0,790;0,520;0,540;0,540
7464;17;22;49;65;77;0,600;0,750;0,560;0,750;0,860
7465;7;27;46;53;80;0,540;0,670;0,670;0,790;0,910
7466;18;24;34;66;77;0,830;0,710;0,520;0,610;0,580
7467;19;27;44;66;71;0,620;0,520;0,630;0,550;0,680
7468;5;28;34;63;72;0,510;0,570;0,800;0,800;0,700
7469;19;21;43;60;75;0,620;0,540;0,880;0,520;0,590
7470;15;33;43;54;76;0,700;0,760;0,640;0,710;0,820
7471;4;25;45;58;68;0,650;0,850;0,920;0,870;0,520
7472;9;33;35;60;79;0,930;0,950;0,780;0,570;0,530
